60	62	60.0
20	136	1.7320508075688772
20	44	2.23606797749979
50	118	14.0
32	75	1.7320508075688772
20	51	1.7320508075688772
3	128	49.39635614091387
18	23	92.27133899537819
94	101	10.0
18	108	158.19608086169518
58	106	2.8284271247461903
87	142	83.13843876330611
32	52	5.656854249492381
7	26	72.36021006050217
24	64	172.35138525698017
41	59	37.94733192202055
51	83	9.16515138991168
30	99	4.58257569495584
69	137	11.224972160321824
24	86	395.9179207866196
87	105	20.784609690826528
8	121	70.9929573971954
52	55	69.9714227381436
118	133	46.88283267892417
40	136	1.7320508075688772
16	62	18.973665961010276
109	140	14.491376746189438
118	142	36.66060555964672
73	100	30.199337741083
54	88	11.489125293076057
61	139	30.298514815086232
73	83	21.166010488516726
90	142	205.29003872570144
23	35	29.29163703175362
42	110	365.98087381719824
6	78	75.65712127751095
10	27	4.0
135	143	1.4142135623730951
39	45	2.449489742783178
14	117	18.027756377319946
10	74	18.33030277982336
112	130	31.400636936215164
33	107	15.748015748023622
18	35	81.90238091777309
81	123	4.58257569495584
100	120	160.86640419926096
20	75	1.7320508075688772
133	142	122.76807402578245
19	83	23.065125189341593
79	121	222.40503591420767
105	118	9.16515138991168
65	76	126.0
48	71	18.384776310850235
5	56	4.242640687119285
9	105	6.928203230275509
99	132	4.58257569495584
13	23	12.84523257866513
72	114	6.48074069840786
94	139	45.16635916254486
38	129	6.48074069840786
9	16	4.898979485566356
8	29	73.89181280764467
11	82	20.566963801203133
61	97	49.38623289946298
24	127	100.269636480841
37	83	71.18988692223074
15	108	89.72736483370053
24	110	296.98653168115214
30	39	2.6457513110645907
8	24	178.85748516626302
7	109	16.24807680927192
8	116	26.457513110645905
70	86	257.2916632928475
23	97	94.56743625582752
79	130	199.6146287224461
52	136	9.797958971132712
79	110	364.1304711226458
55	100	93.38629449764028
19	107	24.269322199023193
70	127	65.16133823057964
61	133	37.589892258425
6	112	30.01666203960727
106	127	13.2664991614216
14	33	14.142135623730951
106	143	4.0
51	75	3.0
3	93	53.47896782848375
93	130	91.07140056021979
63	64	25.495097567963924
12	89	2.23606797749979
44	52	12.649110640673518
25	112	5.830951894845301
33	100	21.354156504062622
78	146	41.569219381653056
114	133	30.692018506445613
14	34	5.0
13	80	5.0
72	133	33.15116890850155
88	93	41.42463035441596
12	116	3.1622776601683795
24	54	70.90133990271269
55	73	49.47726750741192
29	86	163.5665002376709
9	60	15.491933384829668
93	97	196.85781671043696
12	146	4.0
44	63	7.0710678118654755
97	134	80.64738061462381
69	115	4.58257569495584
45	68	12.24744871391589
41	103	138.13037319865606
33	55	34.9857113690718
1	114	6.48074069840786
100	107	42.035699113967404
89	98	3.872983346207417
78	116	32.863353450309965
7	11	45.47526800360829
79	139	264.7149410214694
5	55	12.36931687685298
23	108	56.57738063926254
131	138	85.89528508596965
15	102	39.71145930332956
32	127	4.69041575982343
17	29	74.93997598078077
59	61	6.0
103	130	55.44366510251645
89	145	3.1622776601683795
66	141	2.449489742783178
3	18	71.83313998427188
112	128	45.5411901469428
121	127	39.7994974842648
57	74	56.868268832451726
42	113	518.2451157512244
30	109	6.48074069840786
35	108	50.21951811795888
102	118	16.30950643030009
23	130	43.749285708454714
39	144	1.0
7	140	39.242833740697165
25	85	3.1622776601683795
88	112	14.2828568570857
130	134	37.30951621235526
64	86	149.3151030539108
53	93	284.2446129656638
41	50	70.9929573971954
82	99	5.196152422706632
106	116	8.94427190999916
18	79	421.00593820040115
62	104	70.14271166700073
96	126	1.0
101	139	22.58317958127243
57	105	21.494185260204677
17	120	180.79823007983236
21	97	46.561786907291264
20	73	4.0
75	95	4.242640687119285
53	146	95.0789145920377
